,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,symbol,exchange,date,name,final_volume
15,264.7,268.28,261.2501,263.43,29179688.0,268.28,261.2501,263.43,264.7,29179688.0,BABA,XNYS,2021-02-03 00:00:00+00:00,Alibaba Group Holding Ltd,29179688.0
14,269.58,269.99,265.5576,266.96,16762976.0,269.99,265.5576,266.96,269.58,16762976.0,BABA,XNYS,2021-02-04 00:00:00+00:00,Alibaba Group Holding Ltd,16762976.0
13,264.61,266.45,263.21,265.67,11018671.0,266.45,263.21,265.67,264.61,11018671.0,BABA,XNYS,2021-02-05 00:00:00+00:00,Alibaba Group Holding Ltd,11018671.0
12,264.98,265.0,261.82,262.59,10758151.0,265.0,261.82,262.59,264.98,10758151.0,BABA,XNYS,2021-02-08 00:00:00+00:00,Alibaba Group Holding Ltd,10758151.0
11,263.0,267.2,262.54,266.49,12295716.0,267.2,262.54,266.49,263.0,12295716.0,BABA,XNYS,2021-02-09 00:00:00+00:00,Alibaba Group Holding Ltd,12295716.0
10,268.7,270.4,264.6,267.79,12852264.0,270.4,264.6,267.79,268.7,12852264.0,BABA,XNYS,2021-02-10 00:00:00+00:00,Alibaba Group Holding Ltd,12852264.0
9,268.75,274.26,267.2,268.93,15295792.0,274.26,267.2,268.93,268.75,15295792.0,BABA,XNYS,2021-02-11 00:00:00+00:00,Alibaba Group Holding Ltd,15295792.0
8,269.09,270.25,265.6804,267.85,9355082.0,270.25,265.6804,267.85,269.09,9355082.0,BABA,XNYS,2021-02-12 00:00:00+00:00,Alibaba Group Holding Ltd,9355082.0
7,271.0,274.29,270.4,270.7,16708658.0,274.29,270.4,270.7,271.0,16708658.0,BABA,XNYS,2021-02-16 00:00:00+00:00,Alibaba Group Holding Ltd,16708658.0
6,270.89,272.316,267.81,270.83,12986160.0,272.316,267.81,270.83,270.89,12986160.0,BABA,XNYS,2021-02-17 00:00:00+00:00,Alibaba Group Holding Ltd,12986160.0
5,265.23,266.18,262.33,264.51,15382348.0,266.18,262.33,264.51,265.23,15382348.0,BABA,XNYS,2021-02-18 00:00:00+00:00,Alibaba Group Holding Ltd,15382348.0
4,266.05,269.39,262.85,263.59,14718443.0,269.39,262.85,263.59,266.05,14718443.0,BABA,XNYS,2021-02-19 00:00:00+00:00,Alibaba Group Holding Ltd,14718443.0
3,257.99,259.46,254.0,254.0,13178634.0,259.46,254.0,254.0,257.99,14311055.0,BABA,XNYS,2021-02-22 00:00:00+00:00,Alibaba Group Holding Ltd,14311055.0
2,247.31,254.9,241.63,252.75,15151619.0,254.9,241.62,252.75,247.31,15980265.0,BABA,XNYS,2021-02-23 00:00:00+00:00,Alibaba Group Holding Ltd,15980265.0
1,252.0,252.0,248.1,250.34,12800197.0,252.0,248.1,250.34,252.0,12831653.0,BABA,XNYS,2021-02-24 00:00:00+00:00,Alibaba Group Holding Ltd,12831653.0
0,250.0,250.32,240.07,240.18,17076515.0,250.34,240.07,240.18,250.0,17800937.0,BABA,XNYS,2021-02-25 00:00:00+00:00,Alibaba Group Holding Ltd,17800937.0
55,250.22,253.46,250.05,253.44,1852700.0,253.46,250.05,253.44,250.22,1852700.0,ACN,XNYS,2020-12-04 00:00:00+00:00,Accenture plc - Class A,1852700.0
54,249.85,251.0,248.36,249.3,1973409.0,251.0,248.36,249.3,249.85,1973409.0,ACN,XNYS,2020-12-07 00:00:00+00:00,Accenture plc - Class A,1973409.0
53,249.0,250.555,247.2,249.86,1825620.0,250.555,247.2,249.86,249.0,1825620.0,ACN,XNYS,2020-12-08 00:00:00+00:00,Accenture plc - Class A,1825620.0
52,250.12,250.52,245.56,246.77,2201530.0,250.52,245.56,246.77,250.12,2201530.0,ACN,XNYS,2020-12-09 00:00:00+00:00,Accenture plc - Class A,2201530.0
51,245.87,247.82,244.62,246.16,1873986.0,247.82,244.62,246.16,245.87,1873986.0,ACN,XNYS,2020-12-10 00:00:00+00:00,Accenture plc - Class A,1873986.0
50,245.89,246.92,244.55,245.83,1839033.0,246.92,244.55,245.83,245.89,1839033.0,ACN,XNYS,2020-12-11 00:00:00+00:00,Accenture plc - Class A,1839033.0
49,247.1,249.39,243.55,243.75,2412569.0,249.39,243.55,243.75,247.1,2412569.0,ACN,XNYS,2020-12-14 00:00:00+00:00,Accenture plc - Class A,2412569.0
48,248.91,248.91,245.0622,247.05,2415774.0,248.91,245.0622,247.05,248.91,2415774.0,ACN,XNYS,2020-12-15 00:00:00+00:00,Accenture plc - Class A,2415774.0
47,247.02,248.285,246.22,247.45,2247981.0,248.285,246.22,247.45,247.02,2247981.0,ACN,XNYS,2020-12-16 00:00:00+00:00,Accenture plc - Class A,2247981.0
46,263.78,271.1752,263.3,264.47,4855599.0,271.1752,263.3,264.47,263.78,4855599.0,ACN,XNYS,2020-12-17 00:00:00+00:00,Accenture plc - Class A,4855599.0
45,263.89,266.96,258.62,266.25,5948251.0,266.96,258.62,266.25,263.89,5948251.0,ACN,XNYS,2020-12-18 00:00:00+00:00,Accenture plc - Class A,5948251.0
44,261.12,263.33,257.74,261.42,2680524.0,263.33,257.74,261.42,261.12,2680524.0,ACN,XNYS,2020-12-21 00:00:00+00:00,Accenture plc - Class A,2680524.0
43,260.86,261.12,258.35,259.47,1602940.0,261.12,258.35,259.47,260.86,1602940.0,ACN,XNYS,2020-12-22 00:00:00+00:00,Accenture plc - Class A,1602940.0
42,260.83,261.92,257.325,257.44,1455854.0,261.92,257.325,257.44,260.83,1455854.0,ACN,XNYS,2020-12-23 00:00:00+00:00,Accenture plc - Class A,1455854.0
41,258.0,259.78,256.28,257.3,528132.0,259.78,256.28,257.3,258.0,528132.0,ACN,XNYS,2020-12-24 00:00:00+00:00,Accenture plc - Class A,528132.0
40,259.73,260.37,258.39,259.68,1051429.0,260.37,258.39,259.68,259.73,1051429.0,ACN,XNYS,2020-12-28 00:00:00+00:00,Accenture plc - Class A,1051429.0
39,260.89,261.0261,257.225,257.76,1065161.0,261.0261,257.225,257.76,260.89,1065161.0,ACN,XNYS,2020-12-29 00:00:00+00:00,Accenture plc - Class A,1065161.0
38,258.67,259.2451,257.19,257.54,992768.0,259.2451,257.19,257.54,258.67,992768.0,ACN,XNYS,2020-12-30 00:00:00+00:00,Accenture plc - Class A,992768.0
37,257.6,261.32,257.475,261.21,1325331.0,261.32,257.475,261.21,257.6,1325331.0,ACN,XNYS,2020-12-31 00:00:00+00:00,Accenture plc - Class A,1325331.0
36,261.0,261.658,254.05,256.46,2505131.0,261.658,254.05,256.46,261.0,2505131.0,ACN,XNYS,2021-01-04 00:00:00+00:00,Accenture plc - Class A,2505131.0
35,256.4,258.64,255.14,257.92,1809333.0,258.64,255.14,257.92,256.4,1809333.0,ACN,XNYS,2021-01-05 00:00:00+00:00,Accenture plc - Class A,1809333.0
34,259.2,263.59,256.95,260.74,2535648.0,263.59,256.95,260.74,259.2,2535648.0,ACN,XNYS,2021-01-06 00:00:00+00:00,Accenture plc - Class A,2535648.0
33,260.36,264.92,260.34,263.2,2068188.0,264.92,260.34,263.2,260.36,2068188.0,ACN,XNYS,2021-01-07 00:00:00+00:00,Accenture plc - Class A,2068188.0
32,263.81,266.53,261.29,264.16,2010661.0,266.53,261.29,264.16,263.81,2010661.0,ACN,XNYS,2021-01-08 00:00:00+00:00,Accenture plc - Class A,2010661.0
31,262.83,264.71,260.27,260.35,1745183.0,263.8069731741,259.3821197085,259.461846798,261.9333865716,1745183.0,ACN,XNYS,2021-01-11 00:00:00+00:00,Accenture plc - Class A,1745183.0
30,260.12,261.22,256.02,258.4,1874934.0,260.328878896,255.1466180803,257.5184989921,259.2326314157,1874934.0,ACN,XNYS,2021-01-12 00:00:00+00:00,Accenture plc - Class A,1874934.0
29,256.45,259.09,256.45,257.08,1870727.0,259.09,256.45,257.08,256.45,1870727.0,ACN,XNYS,2021-01-13 00:00:00+00:00,Accenture plc - Class A,1870727.0
28,257.25,257.25,254.12,255.0,2253238.0,257.25,254.12,255.0,257.25,2253238.0,ACN,XNYS,2021-01-14 00:00:00+00:00,Accenture plc - Class A,2253238.0
27,253.62,255.97,253.03,253.65,1915109.0,255.97,253.03,253.65,253.62,1915109.0,ACN,XNYS,2021-01-15 00:00:00+00:00,Accenture plc - Class A,1915109.0
26,254.41,257.295,253.75,255.84,2249461.0,257.295,253.75,255.84,254.41,2249461.0,ACN,XNYS,2021-01-19 00:00:00+00:00,Accenture plc - Class A,2249461.0
25,257.99,262.38,257.0,261.67,2081643.0,262.38,257.0,261.67,257.99,2081643.0,ACN,XNYS,2021-01-20 00:00:00+00:00,Accenture plc - Class A,2081643.0
24,260.46,261.81,256.91,257.94,1625568.0,261.81,256.91,257.94,260.46,1625568.0,ACN,XNYS,2021-01-21 00:00:00+00:00,Accenture plc - Class A,1625568.0
23,255.37,256.37,253.57,254.77,2049627.0,256.37,253.57,254.77,255.37,2049627.0,ACN,XNYS,2021-01-22 00:00:00+00:00,Accenture plc - Class A,2049627.0
22,251.86,253.79,249.06,252.04,1921644.0,253.79,249.06,252.04,251.86,1921644.0,ACN,XNYS,2021-01-25 00:00:00+00:00,Accenture plc - Class A,1921644.0
21,253.19,254.4096,251.14,252.99,1345509.0,254.4096,251.14,252.99,253.19,1345509.0,ACN,XNYS,2021-01-26 00:00:00+00:00,Accenture plc - Class A,1345509.0
20,248.66,251.22,244.39,246.1,1833069.0,251.22,244.39,246.1,248.66,1833069.0,ACN,XNYS,2021-01-27 00:00:00+00:00,Accenture plc - Class A,1833069.0
19,249.24,252.8,248.14,249.34,1794214.0,252.8,248.14,249.34,249.24,1794214.0,ACN,XNYS,2021-01-28 00:00:00+00:00,Accenture plc - Class A,1794214.0
18,248.24,249.23,241.73,241.92,2494447.0,249.23,241.73,241.92,248.24,2494447.0,ACN,XNYS,2021-01-29 00:00:00+00:00,Accenture plc - Class A,2494447.0
17,246.1,248.9,243.97,247.57,1559691.0,248.9,243.97,247.57,246.1,1559691.0,ACN,XNYS,2021-02-01 00:00:00+00:00,Accenture plc - Class A,1559691.0
16,250.0,251.43,248.625,248.75,2007709.0,251.43,248.625,248.75,250.0,2007709.0,ACN,XNYS,2021-02-02 00:00:00+00:00,Accenture plc - Class A,2007709.0
15,248.19,250.11,246.59,248.37,2470492.0,250.11,246.59,248.37,248.19,2470492.0,ACN,XNYS,2021-02-03 00:00:00+00:00,Accenture plc - Class A,2470492.0
14,249.56,253.03,246.91,253.01,1702175.0,253.03,246.91,253.01,249.56,1702175.0,ACN,XNYS,2021-02-04 00:00:00+00:00,Accenture plc - Class A,1702175.0
13,254.09,255.75,252.16,253.54,1497684.0,255.75,252.16,253.54,254.09,1497684.0,ACN,XNYS,2021-02-05 00:00:00+00:00,Accenture plc - Class A,1497684.0
12,253.92,257.35,253.76,257.31,1508696.0,257.35,253.76,257.31,253.92,1508696.0,ACN,XNYS,2021-02-08 00:00:00+00:00,Accenture plc - Class A,1508696.0
11,256.31,258.81,255.61,257.68,1542437.0,258.81,255.61,257.68,256.31,1542437.0,ACN,XNYS,2021-02-09 00:00:00+00:00,Accenture plc - Class A,1542437.0
10,258.02,259.19,255.86,256.94,1425420.0,259.19,255.86,256.94,258.02,1425420.0,ACN,XNYS,2021-02-10 00:00:00+00:00,Accenture plc - Class A,1425420.0
9,258.0,259.99,257.04,258.97,1285423.0,259.99,257.04,258.97,258.0,1285423.0,ACN,XNYS,2021-02-11 00:00:00+00:00,Accenture plc - Class A,1285423.0
8,257.45,258.59,255.41,257.47,1219178.0,258.59,255.41,257.47,257.45,1219178.0,ACN,XNYS,2021-02-12 00:00:00+00:00,Accenture plc - Class A,1219178.0
7,257.65,259.49,256.27,257.05,1606694.0,259.49,256.27,257.05,257.65,1606694.0,ACN,XNYS,2021-02-16 00:00:00+00:00,Accenture plc - Class A,1606694.0
6,256.65,261.61,255.77,258.78,1880034.0,261.61,255.77,258.78,256.65,1880034.0,ACN,XNYS,2021-02-17 00:00:00+00:00,Accenture plc - Class A,1880034.0
5,255.59,258.1,254.695,257.63,1664305.0,258.1,254.695,257.63,255.59,1664305.0,ACN,XNYS,2021-02-18 00:00:00+00:00,Accenture plc - Class A,1664305.0
4,258.46,258.5,254.16,254.29,2038413.0,258.5,254.16,254.29,258.46,2038413.0,ACN,XNYS,2021-02-19 00:00:00+00:00,Accenture plc - Class A,2038413.0
3,252.69,254.17,250.09,252.63,1475998.0,254.17,250.09,252.63,252.69,1474943.0,ACN,XNYS,2021-02-22 00:00:00+00:00,Accenture plc - Class A,1474943.0
2,251.56,257.9299,250.59,256.19,2191303.0,257.9299,250.59,256.19,251.56,2191308.0,ACN,XNYS,2021-02-23 00:00:00+00:00,Accenture plc - Class A,2191308.0
1,253.21,260.47,252.82,259.27,2476293.0,260.47,252.82,259.27,253.21,2476293.0,ACN,XNYS,2021-02-24 00:00:00+00:00,Accenture plc - Class A,2476293.0
0,258.98,259.105,252.58,253.78,2157711.0,259.105,252.58,253.78,258.98,2065145.0,ACN,XNYS,2021-02-25 00:00:00+00:00,Accenture plc - Class A,2065145.0
55,73.11,74.06,73.11,73.92,2017729.0,74.06,73.11,73.92,73.11,2017729.0,RIO,XNYS,2020-12-04 00:00:00+00:00,Rio Tinto plc,2017729.0
54,73.21,73.57,72.46,72.97,1504318.0,73.57,72.46,72.97,73.21,1504318.0,RIO,XNYS,2020-12-07 00:00:00+00:00,Rio Tinto plc,1504318.0
53,72.36,73.33,72.25,72.89,1675079.0,73.33,72.25,72.89,72.36,1675079.0,RIO,XNYS,2020-12-08 00:00:00+00:00,Rio Tinto plc,1675079.0
52,72.55,72.71,71.58,72.39,2028532.0,72.71,71.58,72.39,72.55,2028532.0,RIO,XNYS,2020-12-09 00:00:00+00:00,Rio Tinto plc,2028532.0
51,72.65,74.195,72.56,73.98,1999120.0,74.195,72.56,73.98,72.65,1999120.0,RIO,XNYS,2020-12-10 00:00:00+00:00,Rio Tinto plc,1999120.0
50,73.45,74.2099,73.35,74.12,2875103.0,74.2099,73.35,74.12,73.45,2875103.0,RIO,XNYS,2020-12-11 00:00:00+00:00,Rio Tinto plc,2875103.0
49,75.0,75.3,74.17,74.39,2650518.0,75.3,74.17,74.39,75.0,2650518.0,RIO,XNYS,2020-12-14 00:00:00+00:00,Rio Tinto plc,2650518.0
48,75.23,76.4556,74.93,76.19,3012946.0,76.4556,74.93,76.19,75.23,3012946.0,RIO,XNYS,2020-12-15 00:00:00+00:00,Rio Tinto plc,3012946.0
47,75.86,76.21,75.09,75.9,1264120.0,76.21,75.09,75.9,75.86,1264120.0,RIO,XNYS,2020-12-16 00:00:00+00:00,Rio Tinto plc,1264120.0
46,76.97,77.64,76.45,76.6,1638242.0,77.64,76.45,76.6,76.97,1638242.0,RIO,XNYS,2020-12-17 00:00:00+00:00,Rio Tinto plc,1638242.0
45,76.74,77.12,76.32,76.61,1308357.0,77.12,76.32,76.61,76.74,1308357.0,RIO,XNYS,2020-12-18 00:00:00+00:00,Rio Tinto plc,1308357.0
44,74.2,76.31,74.2,76.28,2955608.0,76.31,74.2,76.28,74.2,2955608.0,RIO,XNYS,2020-12-21 00:00:00+00:00,Rio Tinto plc,2955608.0
43,75.56,75.6,74.77,75.29,1375642.0,75.6,74.77,75.29,75.56,1375642.0,RIO,XNYS,2020-12-22 00:00:00+00:00,Rio Tinto plc,1375642.0
42,75.99,76.47,75.43,76.13,1210673.0,76.47,75.43,76.13,75.99,1210673.0,RIO,XNYS,2020-12-23 00:00:00+00:00,Rio Tinto plc,1210673.0
41,77.01,77.05,75.53,75.94,378244.0,77.05,75.53,75.94,77.01,378244.0,RIO,XNYS,2020-12-24 00:00:00+00:00,Rio Tinto plc,378244.0
40,76.6,76.78,75.29,75.59,735926.0,76.78,75.29,75.59,76.6,735926.0,RIO,XNYS,2020-12-28 00:00:00+00:00,Rio Tinto plc,735926.0
39,77.14,77.25,75.89,76.13,1524037.0,77.25,75.89,76.13,77.14,1524037.0,RIO,XNYS,2020-12-29 00:00:00+00:00,Rio Tinto plc,1524037.0
38,76.36,76.39,75.62,75.99,1198178.0,76.39,75.62,75.99,76.36,1198178.0,RIO,XNYS,2020-12-30 00:00:00+00:00,Rio Tinto plc,1198178.0
37,75.25,75.43,74.81,75.22,1006406.0,75.43,74.81,75.22,75.25,1006406.0,RIO,XNYS,2020-12-31 00:00:00+00:00,Rio Tinto plc,1006406.0
36,78.98,79.35,77.39,77.39,2593782.0,79.35,77.39,77.39,78.98,2593782.0,RIO,XNYS,2021-01-04 00:00:00+00:00,Rio Tinto plc,2593782.0
35,77.81,79.53,77.42,79.26,2265364.0,79.53,77.42,79.26,77.81,2265364.0,RIO,XNYS,2021-01-05 00:00:00+00:00,Rio Tinto plc,2265364.0
34,82.27,83.5,81.8,82.8,2771795.0,83.5,81.8,82.8,82.27,2771795.0,RIO,XNYS,2021-01-06 00:00:00+00:00,Rio Tinto plc,2771795.0
33,84.93,86.17,84.43,85.98,2888604.0,86.17,84.43,85.98,84.93,2888604.0,RIO,XNYS,2021-01-07 00:00:00+00:00,Rio Tinto plc,2888604.0
32,85.5,86.9,84.95,86.69,2835920.0,86.9,84.95,86.69,85.5,2835920.0,RIO,XNYS,2021-01-08 00:00:00+00:00,Rio Tinto plc,2835920.0
31,82.96,84.33,82.9201,83.78,3097822.0,84.33,82.9201,83.78,82.96,3097822.0,RIO,XNYS,2021-01-11 00:00:00+00:00,Rio Tinto plc,3097822.0
30,82.73,84.1,82.65,84.02,1683237.0,84.1,82.65,84.02,82.73,1683237.0,RIO,XNYS,2021-01-12 00:00:00+00:00,Rio Tinto plc,1683237.0
29,82.75,82.95,81.59,81.76,2024509.0,82.95,81.59,81.76,82.75,2024509.0,RIO,XNYS,2021-01-13 00:00:00+00:00,Rio Tinto plc,2024509.0
28,83.44,85.03,83.34,84.84,1599064.0,85.03,83.34,84.84,83.44,1599064.0,RIO,XNYS,2021-01-14 00:00:00+00:00,Rio Tinto plc,1599064.0
27,81.67,81.91,79.92,80.47,2044896.0,81.91,79.92,80.47,81.67,2044896.0,RIO,XNYS,2021-01-15 00:00:00+00:00,Rio Tinto plc,2044896.0
26,81.28,82.0,80.66,81.6,1557292.0,82.0,80.66,81.6,81.28,1557292.0,RIO,XNYS,2021-01-19 00:00:00+00:00,Rio Tinto plc,1557292.0
25,82.75,83.08,82.08,82.68,1420642.0,83.08,82.08,82.68,82.75,1420642.0,RIO,XNYS,2021-01-20 00:00:00+00:00,Rio Tinto plc,1420642.0
24,83.19,83.27,81.42,82.39,1410300.0,83.27,81.42,82.39,83.19,1410300.0,RIO,XNYS,2021-01-21 00:00:00+00:00,Rio Tinto plc,1410300.0
23,80.23,81.53,80.022,81.4,1287746.0,81.53,80.022,81.4,80.23,1287746.0,RIO,XNYS,2021-01-22 00:00:00+00:00,Rio Tinto plc,1287746.0
22,80.84,81.17,80.12,81.09,1213470.0,81.17,80.12,81.09,80.84,1213470.0,RIO,XNYS,2021-01-25 00:00:00+00:00,Rio Tinto plc,1213470.0
21,81.72,81.92,81.08,81.13,1434968.0,81.92,81.08,81.13,81.72,1434968.0,RIO,XNYS,2021-01-26 00:00:00+00:00,Rio Tinto plc,1434968.0
20,78.44,79.95,77.46,78.69,2437142.0,79.95,77.46,78.69,78.44,2437142.0,RIO,XNYS,2021-01-27 00:00:00+00:00,Rio Tinto plc,2437142.0
19,78.66,79.2,77.95,78.51,1764010.0,79.2,77.95,78.51,78.66,1764010.0,RIO,XNYS,2021-01-28 00:00:00+00:00,Rio Tinto plc,1764010.0
18,77.48,78.15,76.18,76.42,1993939.0,78.15,76.18,76.42,77.48,1993939.0,RIO,XNYS,2021-01-29 00:00:00+00:00,Rio Tinto plc,1993939.0
17,78.63,78.79,77.72,78.47,1746143.0,78.79,77.72,78.47,78.63,1746143.0,RIO,XNYS,2021-02-01 00:00:00+00:00,Rio Tinto plc,1746143.0
16,77.25,77.41,76.47,77.0,1735832.0,77.41,76.47,77.0,77.25,1735832.0,RIO,XNYS,2021-02-02 00:00:00+00:00,Rio Tinto plc,1735832.0
15,77.35,77.82,77.0,77.53,1813638.0,77.82,77.0,77.53,77.35,1813638.0,RIO,XNYS,2021-02-03 00:00:00+00:00,Rio Tinto plc,1813638.0
14,77.57,77.83,76.85,77.52,1175232.0,77.83,76.85,77.52,77.57,1175232.0,RIO,XNYS,2021-02-04 00:00:00+00:00,Rio Tinto plc,1175232.0
13,78.0,78.48,77.09,78.48,1501702.0,78.48,77.09,78.48,78.0,1501702.0,RIO,XNYS,2021-02-05 00:00:00+00:00,Rio Tinto plc,1501702.0
12,79.11,80.45,79.05,80.29,2714169.0,80.45,79.05,80.29,79.11,2714169.0,RIO,XNYS,2021-02-08 00:00:00+00:00,Rio Tinto plc,2714169.0
11,79.84,81.83,79.5,81.4,3368587.0,81.83,79.5,81.4,79.84,3368587.0,RIO,XNYS,2021-02-09 00:00:00+00:00,Rio Tinto plc,3368587.0
10,83.11,83.8,81.31,83.06,2932470.0,83.8,81.31,83.06,83.11,2932470.0,RIO,XNYS,2021-02-10 00:00:00+00:00,Rio Tinto plc,2932470.0
9,82.0,82.77,81.47,82.28,1812430.0,82.77,81.47,82.28,82.0,1812430.0,RIO,XNYS,2021-02-11 00:00:00+00:00,Rio Tinto plc,1812430.0
8,81.98,83.8,81.85,83.66,1534580.0,83.8,81.85,83.66,81.98,1534580.0,RIO,XNYS,2021-02-12 00:00:00+00:00,Rio Tinto plc,1534580.0
7,86.78,88.43,86.49,87.63,2509769.0,88.43,86.49,87.63,86.78,2509769.0,RIO,XNYS,2021-02-16 00:00:00+00:00,Rio Tinto plc,2509769.0
6,89.55,89.59,86.7617,87.54,2446618.0,89.59,86.7617,87.54,89.55,2446618.0,RIO,XNYS,2021-02-17 00:00:00+00:00,Rio Tinto plc,2446618.0
5,88.67,88.8,86.81,88.09,1776280.0,88.8,86.81,88.09,88.67,1776280.0,RIO,XNYS,2021-02-18 00:00:00+00:00,Rio Tinto plc,1776280.0
4,89.23,90.52,89.13,89.99,2002500.0,90.52,89.13,89.99,89.23,2002500.0,RIO,XNYS,2021-02-19 00:00:00+00:00,Rio Tinto plc,2002500.0
3,89.27,91.4,89.11,90.37,2794702.0,91.4,89.11,90.37,89.27,2840384.0,RIO,XNYS,2021-02-22 00:00:00+00:00,Rio Tinto plc,2840384.0
2,89.47,90.65,87.7,90.51,2428676.0,90.66,87.7,90.51,89.47,2484344.0,RIO,XNYS,2021-02-23 00:00:00+00:00,Rio Tinto plc,2484344.0
1,90.44,91.81,89.75,91.71,1733573.0,91.81,89.75,91.71,90.44,1742034.0,RIO,XNYS,2021-02-24 00:00:00+00:00,Rio Tinto plc,1742034.0
0,92.17,92.85,89.77,90.13,2353321.0,92.85,89.77,90.13,92.17,2355642.0,RIO,XNYS,2021-02-25 00:00:00+00:00,Rio Tinto plc,2355642.0
